customer_id,customer_name,country,loyalty_program
207348901,Antonio Zuniga,Germany,Bronze
662926785,Cassandra Weaver,France,Basic
55712904,Kenneth Cole,Mexico,Bronze
330043827,Emma Oconnor,France,Basic
458495466,Emily Jones,Brazil,Basic
459565952,Sarah Jones,USA,Bronze
290100789,Sydney Collins,Italy,Basic
377909699,Michael Cline,Mexico,Basic
962113003,Jasmine Robertson,USA,Basic
1575452,Jacob Gordon,USA,Silver
346357898,Teresa Leonard,France,Basic
301818814,Carrie Barnett,Spain,Bronze
271865381,Diana Price,Brazil,Bronze
327800512,Benjamin Fuentes,Spain,Basic
15669009,Shelby Carter,Germany,Bronze
796956334,Karen Reyes,Italy,Silver
633338449,Tyler Robertson,Italy,Basic
297295778,Dr. Jessica Ramirez,France,Silver
94663759,Kyle Pena,Spain,Basic
798347186,Frank Murray,Spain,Basic
980442410,Jaime Stephens,France,Basic
479641679,Maria Wilcox,Spain,Basic
587884756,Mark Terry,Italy,Bronze
510166776,Pamela Smith,France,Bronze
166004433,Shannon Lyons,USA,Basic
450052318,Mary Jones,UK,Gold
816351389,Antonio Thomas,Italy,Gold
482554115,Nathaniel Brennan,Spain,Platinum
73701447,Karen Dean,Brazil,Bronze
542025679,Dawn Johnson,USA,Basic
295364860,Patricia Long,Germany,Basic
608925535,Chris Berg,USA,Gold
745965656,Nathan Atkinson,France,Silver
427805744,Deanna Wyatt,Brazil,Silver
935429966,Kimberly Smith,Spain,Basic
807087827,William Brown,Mexico,Silver
420024421,Joseph Ellis,Mexico,Silver
223183597,Dawn Bell,Germany,Basic
615070777,Jill Barnes,France,Silver
10514769,Stephen Brown,Brazil,Bronze
774715986,Erika Foster,UK,Bronze
237584331,Philip Brown,UK,Silver
593867539,Lauren Flynn,Spain,Basic
49976013,Theresa Reeves,France,Basic
687781749,Laura Herrera,Germany,Platinum
299238769,Colin Perez,Germany,Basic
849923178,Mr. Patrick Smith,USA,Silver
268370380,David Mejia,France,Bronze
2503196,Debbie Hoover,Italy,Silver
397329017,Allison Chaney,Italy,Basic
758483748,Kelly Schmitt,UK,Silver
439454827,Leslie Boyd,UK,Bronze
62486139,Tammy Logan,USA,Gold
236449670,Savannah Miles,UK,Basic
17791698,Ana Livingston,Spain,Silver
739858273,Kimberly Underwood,Mexico,Platinum
277322265,Alexis Murphy,France,Gold
237909366,Erica Harrington,Italy,Basic
625556746,Melvin Boyd,Mexico,Basic
249810825,Charles Jennings,Mexico,Bronze
969695667,Kendra Reed,Brazil,Basic
195898680,Sarah Leach,Brazil,Basic
926943596,Sierra Garcia,Germany,Basic
527690096,Bryan Ramirez,Germany,Silver
23599372,Shannon Mccarty,UK,Basic
191840712,John Miller,Mexico,Silver
202700275,Linda Brown,Spain,Basic
458838178,Jonathan Young,France,Bronze
693690988,Dr. Richard Hughes,Mexico,Basic
566624165,Sandra Williams,Germany,Silver
868575589,George Olson,USA,Silver
406740335,Shannon Gonzalez,Mexico,Basic
888514459,Angela Garcia,USA,Gold
693007399,Dana Gallagher,USA,Basic
827907506,James Ortiz,Spain,Basic
674648841,Natasha Campbell,USA,Gold
11089056,Erica Allen,Spain,Bronze
879595000,Dalton Jones,Italy,Gold
92230681,Erik Bowen,France,Basic
816691332,Austin Clark,Brazil,Gold
331052121,Matthew Weeks,Italy,Bronze
262787772,Heather Diaz MD,USA,Bronze
288179376,Regina Johnson,Spain,Basic
48809267,Laurie Johnson,Spain,Bronze
111129503,Michael White,Mexico,Basic
980431819,Mark Smith,France,Basic
459633176,David Gutierrez,Mexico,Basic
704692376,Phillip Richardson,UK,Basic
944808434,Brian Long,Mexico,Silver
768565624,Clifford Wallace,Spain,Bronze
119257262,Jeffrey Allen,France,Basic
303595772,Adam Brown,Italy,Basic
359334265,Michael White,Spain,Bronze
993891453,Allison Lewis,Spain,Gold
650083785,Jeffery Brown,Germany,Basic
570599249,Erin Quinn,Italy,Silver
730535965,Sarah Pacheco,Mexico,Basic
717479341,William Frye,UK,Silver
309169864,Andrea Alvarado,Italy,Gold
292084190,Cheryl Johnson,Brazil,Silver
285972125,Lucas May,Spain,Gold
926258333,Katherine Morgan,Germany,Gold
158398836,Linda Johnson,Italy,Basic
480635523,Jody Cummings,Brazil,Gold
122508953,Stephen Webb,Mexico,Platinum
300011485,Cynthia Holloway,Germany,Basic
137940471,Tara Hall,Germany,Gold
379610768,Anthony Shields,Italy,Bronze
517779646,Amanda Jackson,Mexico,Silver
684548538,Emily Becker,Italy,Basic
703177995,Lee Holloway,France,Bronze
590848541,Mia Torres,Brazil,Bronze
529926733,Catherine Howell,France,Bronze
624805279,Ricardo Cox,Mexico,Bronze
834859910,Justin Nguyen,France,Silver
253536632,Chloe Martinez,Italy,Basic
914319549,Pamela Smith,USA,Bronze
509874541,Lauren Watson,Germany,Platinum
64970728,Colleen Martinez,Italy,Bronze
912960192,Jose Duran,Germany,Basic
155769407,Lisa Carroll,Mexico,Basic
889866898,Karen Montgomery,France,Basic
148963035,Ann Winters,Spain,Platinum
756874366,Gabrielle Gould,Germany,Bronze
29289746,Matthew Edwards,Mexico,Bronze
754124412,Ann Rodriguez,Spain,Silver
80210250,John Carr,Brazil,Gold
935667543,Mario Garcia,Germany,Basic
393177998,Kimberly Schwartz,Germany,Basic
83748233,Christopher Poole,USA,Silver
874715813,Shawn Garcia,Mexico,Basic
196876826,Sarah Fernandez,Brazil,Silver
804273909,Daniel Bradshaw,UK,Bronze
776840127,Danielle Smith,Italy,Bronze
693399359,Paul Brown,USA,Basic
168382753,Paul Mosley,USA,Gold
35487626,Dustin Welch,Germany,Bronze
12668973,Terri Flynn,Mexico,Gold
731040870,Danny Day,Brazil,Silver
891688422,Eric Jones,UK,Platinum
539881430,Mrs. Mary Bradley MD,UK,Silver
455912473,Brian Mcfarland,Germany,Basic
99716092,Debra Jackson,Mexico,Platinum
135360915,Zachary Young,France,Bronze
61126132,Alejandro Carlson,France,Bronze
884157977,Lance Flores,Spain,Gold
503979426,Tracy Hall MD,Brazil,Bronze
690225036,Steven Acosta,Mexico,Gold
177978815,Wayne Allen,USA,Gold
695332141,Charles Clements,Mexico,Basic
117394564,Scott Cunningham,Spain,Basic
648670508,Monica Ibarra,Italy,Basic
304017384,Claudia Butler,Germany,Bronze
71135921,Natasha Howard,France,Silver
813308710,Patricia Gutierrez,UK,Basic
217601552,Megan Griffin,USA,Basic
92310308,Tiffany Edwards,USA,Silver
849498387,Richard Ferguson,Brazil,Basic
338778016,Vincent Hughes,Spain,Platinum
10103960,Brandon Chung,Italy,Gold
428495689,Dylan Collins,France,Bronze
420447907,Jennifer Alexander,Italy,Platinum
755472006,Amy Arnold,Spain,Bronze
963621551,Ashley Fisher,Spain,Bronze
833214536,Rebecca Alvarez,Germany,Basic
855772900,Scott Durham,Mexico,Bronze
933880155,Gerald Gaines,USA,Basic
163712486,Tamara Jones,Brazil,Basic
673111616,Dennis Harrison,Spain,Platinum
249646474,Andrea Castillo,France,Gold
703463538,Andrew Cox,Germany,Gold
173922927,Stefanie Johnson,Italy,Bronze
141872324,Robert Johnson,Italy,Basic
670446639,Michael Curtis,Mexico,Basic
766322884,Steven Smith,Mexico,Basic
656398297,Rebecca Cross,Spain,Platinum
609705165,Wendy Hartman,Brazil,Basic
17043585,Brittney Frazier MD,Germany,Gold
333368523,Rachel Johnston,Spain,Bronze
489346218,Raymond Howell,Italy,Basic
318406866,Brittany Harris,Germany,Basic
620024641,April Cantu,Italy,Bronze
77379467,Philip Curtis,Germany,Silver
495717042,Connor Raymond,UK,Platinum
275906146,James Olson,Brazil,Silver
151804079,John Meadows,Spain,Platinum
525264108,Lori Rivera MD,USA,Bronze
308761324,Kelly Taylor,Mexico,Bronze
666380090,Bradley Dennis,Germany,Bronze
551270404,Carol Mitchell,Italy,Bronze
733507637,Deborah Preston,Mexico,Bronze
283208801,Tracy Mitchell,USA,Silver
692346700,Victoria Carter,USA,Silver
263870021,Stephen White,USA,Basic
114062876,Jessica Stephenson,UK,Bronze
613176430,Jacqueline Martin DDS,Mexico,Gold
240499503,Robyn Brown,Mexico,Gold
719494947,Aaron Ochoa,Spain,Bronze
504035907,Megan Miller,Brazil,Basic
194567046,Amy Valencia,Spain,Platinum
991516900,Adam Rose,Mexico,Gold
215180354,Adam Smith,Mexico,Bronze
341682024,Lauren Underwood,Italy,Platinum
523155300,Mark Lee,France,Silver
512336760,Mark Hall,Spain,Basic
42105345,Kenneth Duran,Germany,Platinum
157244254,Rebecca Barnett,France,Bronze
34633082,Regina Moore,Mexico,Basic
869156321,Erika Stephens,Italy,Gold
509319729,Dana Taylor,France,Basic
933030027,Rebecca Williams,USA,Platinum
735086617,Jeremy Murray,Mexico,Basic
683564037,Justin Gonzalez,Germany,Basic
75366341,Carlos Fox,UK,Bronze
321336702,Robert Miller,Brazil,Gold
564476031,Larry Gonzalez,France,Silver
279579341,Christopher Stevenson,Germany,Gold
100258043,Greg Gray,Mexico,Bronze
809716628,William Snyder,UK,Basic
376032525,Dana Ibarra,Mexico,Bronze
575995501,Erika Briggs,Germany,Platinum
469993235,Timothy Hall,Italy,Platinum
613373077,Darlene Mathis,Mexico,Gold
603270855,Destiny Kim,France,Basic
718219263,Corey Rowland,Germany,Bronze
885230489,Victoria Knight,Italy,Basic
963610740,Ryan Mitchell,Brazil,Platinum
537275696,William Clark,Italy,Basic
724643269,Dana Buck,Mexico,Basic
776548733,Kaylee Rodriguez,USA,Platinum
894901688,Stephanie Lewis MD,Germany,Silver
687031253,Ashley Rivera,Spain,Basic
801697371,Alison Silva,France,Bronze
587355619,Brent Warner,Germany,Silver
233075643,Rebecca Beasley,Italy,Basic
206255412,Lindsay Whitney,USA,Bronze
391621325,Juan Olson,USA,Bronze
330601610,Edward Smith,Spain,Silver
697763607,Steven Smith,Brazil,Bronze
378666117,Amber Owens,Italy,Gold
458252089,Jessica Roberts,Italy,Basic
189778639,Jacqueline Page,Brazil,Bronze
190939734,Melissa Baxter,Germany,Bronze
410700501,Richard Buckley,UK,Gold
740325638,Kevin Sanchez,Mexico,Silver
754866212,Brittney Martinez,Spain,Platinum
866371229,Aaron Owen,Spain,Basic
18637808,Nicole Russell,Mexico,Basic
806245890,Shannon Wright,Spain,Silver
541480318,Luke Obrien,USA,Silver
915511555,Timothy Kelly,Mexico,Basic
835168821,Joseph Brown,Brazil,Silver
123944626,Allison Brooks,France,Gold
134617038,Marissa Irwin,Italy,Platinum
982431510,Mark Clark,Brazil,Bronze
881917094,Sara Huynh,Mexico,Basic
403270717,Tina Wilson,France,Bronze
288343124,Kayla Powell,UK,Bronze
970237823,Kevin Carson,Mexico,Silver
5464143,Laura Watson,Mexico,Basic
29182306,Mrs. Gina Harris,Germany,Gold
903769505,Lisa Hernandez,Italy,Bronze
615381587,Michael Hill,Mexico,Basic
421222172,Charlene Horton,France,Silver
423321705,Catherine Golden,USA,Gold
621465595,David Jordan,Mexico,Basic
684193458,Sherry Fuller,Mexico,Platinum
187527496,John Jones,Mexico,Platinum
556422035,Anthony Pineda,Germany,Bronze
107920983,Sarah Harrell,Germany,Bronze
679004684,Zachary Romero,Mexico,Gold
674577976,Matthew Brown,UK,Gold
171782032,Miranda Greene,Italy,Basic
101142973,Christopher Jones,USA,Bronze
676269926,Larry Rogers,Germany,Basic
760753852,Russell Morris,Spain,Silver
28154794,Mark Jacobs,Germany,Platinum
682249622,Amber Parks,Italy,Basic
701640935,Emily Henderson,France,Basic
575899856,Lisa Nichols,France,Silver
867614227,Emily Larson,Mexico,Gold
708872562,Travis Lloyd,USA,Basic
155371352,Darryl Hall,USA,Silver
623077234,Anthony Hodges,Spain,Basic
996572371,David Carson,Spain,Basic
304292383,Angela Owens,UK,Gold
100618698,Brian Calderon,Spain,Bronze
389047414,Rodney Estes,France,Bronze
528246915,Ricardo Ross,USA,Bronze
523393962,Jessica Mcdonald,Spain,Basic
451871833,Crystal Baker,Mexico,Gold
681271060,Lisa Barron,Brazil,Gold
194065688,Jeffrey Johnson,UK,Basic
192853043,Jimmy Coleman,USA,Basic
369089919,Vanessa Hardy,Italy,Bronze
660282845,Robert Brown,USA,Basic
797390906,Shawn Wright,UK,Platinum
208066016,Alexander Webster,USA,Bronze
557192815,Rebecca Knapp,Germany,Basic
392798349,Emily Lewis,Spain,Gold
32672825,Leonard Hoffman,Italy,Basic
90595982,Lindsay Rasmussen,Germany,Basic
518087085,Paul West,France,Platinum
375256340,Andrea Munoz,UK,Bronze
869669732,April Matthews,Brazil,Bronze
430434612,Daniel Cooper,France,Basic
213468211,Bryan Shaw,UK,Platinum
111482235,Michele Hughes,UK,Basic
222010210,David Andrade,Brazil,Bronze
480058222,Arthur Anderson,Mexico,Silver
292707648,Jonathan Castillo,Italy,Silver
653078737,Heidi Hernandez MD,Mexico,Bronze
609964125,John Middleton,Italy,Bronze
680354803,Courtney Rodriguez,Spain,Bronze
956039329,Katherine Smith,USA,Platinum
272725032,James Houston,Mexico,Basic
888647778,Sean Hall,Italy,Bronze
124104450,Aaron Evans,Germany,Gold
462050563,Anthony Stanley,Germany,Bronze
78996967,Marie Reeves,France,Silver
400393610,Chad Schwartz,Germany,Gold
132322499,Beverly Kennedy,USA,Bronze
12704885,Courtney Torres,Italy,Basic
610315470,Erin Trujillo,Italy,Gold
604056990,Eric Myers,Spain,Bronze
647179886,David Hunt,France,Bronze
111509713,Anthony Travis,UK,Silver
949500706,Jonathan Gonzales,Spain,Silver
694927248,Daniel Robles,Mexico,Silver
468298419,Gina Gonzalez,Italy,Gold
213762389,Paul Baker,France,Basic
531357875,Jennifer Gutierrez,Brazil,Basic
295651349,Henry Pham,Mexico,Basic
487174310,Sandra Simmons,Germany,Silver
635765132,Stanley Perez,Mexico,Basic
23837088,Kimberly Martin,UK,Basic
842068017,Michaela Hill,USA,Platinum
306335473,Cody Smith,Germany,Gold
433514798,Jessica Thomas,USA,Gold
986732018,Rebekah Johnson,USA,Bronze
18472245,Tanya Bean,Spain,Bronze
892044883,Anthony Gray,Mexico,Silver
295928476,Christopher Marquez,Italy,Gold
430866466,Jeremy Petersen,Spain,Silver
337268732,Jessica Gibson,Brazil,Silver
423332178,Stephen Park,UK,Silver
489103427,Jeanne Marshall,Brazil,Gold
978611676,Miranda Garcia,Spain,Gold
664547759,Dr. Laura Palmer,Spain,Basic
52361623,Melissa Powell,USA,Basic
347667253,David Dillon,Mexico,Basic
95507238,Jacob Lynn,France,Silver
873181149,Richard Gonzalez,Italy,Gold
578198900,Joshua Andrews,USA,Platinum
933023874,Christine Whitehead,USA,Basic
843827240,Judy Herrera,USA,Basic
327729003,Angel Cardenas,Spain,Basic
739650189,Maria Conner,Mexico,Basic
183899711,Emily Howard,Germany,Silver
129743171,Maria Webb,Germany,Bronze
159915379,Kimberly Medina,Mexico,Silver
718512141,James Wilson,Spain,Bronze
259260082,Shawn Cortez,Brazil,Silver
302229255,David Gonzalez,Italy,Gold
519301959,Sharon Carson DDS,France,Basic
823703112,Judy Cervantes,UK,Silver
380041274,Nicholas Hardy,France,Silver
790488302,Mrs. Vickie Schmidt MD,France,Silver
81685683,Jeremy Tran,Brazil,Basic
15096192,Christopher Patel,France,Bronze
414455267,Lindsay Nguyen,France,Bronze
366555552,Holly Kim,France,Gold
818764490,Cory Smith,Italy,Gold
335820002,Marcus Parker,Brazil,Silver
911325810,James Johnson,Spain,Platinum
235918423,Mackenzie Williams,Italy,Bronze
486795047,Rebecca Greene,France,Gold
202813509,John Mills,Spain,Basic
177304457,Danielle Andrews,UK,Platinum
620809183,Daniel Yates,Spain,Basic
941808545,Mr. Randy Stone,Spain,Silver
259301976,Theodore Reynolds,USA,Gold
201821686,Julie Johnson,UK,Basic
711694145,Dr. Danny Richardson,Brazil,Bronze
128051781,Lori Hill,Spain,Bronze
228704161,Jacob Green,Germany,Bronze
463619968,Denise Davis,Italy,Basic
293690066,Elizabeth Carr,Italy,Basic
697452298,Ann Jones,Mexico,Silver
454750815,Michelle Clements,France,Basic
433387352,Brian Patterson,Germany,Silver
569613679,Alexander Burch,Brazil,Bronze
118236027,Erin Chandler,USA,Silver
120274240,Nancy Lawson,France,Basic
962061708,Adam Lozano,USA,Silver
257374256,Cassandra Smith,Spain,Bronze
296772367,Joseph Hughes,France,Gold
752095587,Joe Pham,Mexico,Bronze
109774639,Jerry Coleman,France,Silver
945385642,Trevor Sheppard,UK,Bronze
184641115,Kristin Sanders,France,Bronze
310229641,Mario Bentley,UK,Silver
102192189,Stephanie Webb,Germany,Bronze
753125249,David King,Brazil,Silver
916433559,Christy Hernandez,France,Basic
732693296,Miss Kara Larson,Spain,Basic
357649049,April Stevenson,Brazil,Basic
14673918,Megan Jackson MD,Brazil,Bronze
23362658,April Shelton,Germany,Platinum
947243069,Kelly Thomas,Spain,Basic
817323767,Amy Perez,USA,Silver
509771260,Hannah Peterson,USA,Bronze
266762299,Russell Harris,Brazil,Basic
880315574,Dustin Moreno,USA,Silver
313092259,Andrea Williams,France,Bronze
180642094,Terry Smith,Germany,Gold
108366094,Martha Stein,UK,Gold
361430809,Jeremiah Thompson,Brazil,Bronze
377648274,Laura Harris,UK,Silver
273233117,Briana Oliver,Italy,Bronze
889789236,Sharon Massey,Italy,Bronze
359349379,Casey Small,Brazil,Basic
737355132,Holly Zuniga,USA,Basic
441576610,Justin Bird,France,Silver
153077412,Lauren Roberts,Italy,Bronze
263387930,Mr. Chad Waters,Mexico,Bronze
800255963,Shawn Matthews,Spain,Basic
406636313,Scott Estrada,Spain,Platinum
942826234,Dana Baker,Brazil,Platinum
941697522,Larry Richmond,Germany,Basic
730141955,Christy Marks,Italy,Gold
420861213,Cory Peterson,Mexico,Platinum
297618097,Erika Smith,UK,Basic
623251460,Christopher Jones,Italy,Gold
133028651,Mark Hopkins,Mexico,Gold
609449151,Chris Mitchell,Italy,Basic
9949508,Whitney Lopez,Brazil,Platinum
158980803,Christy Garcia,Brazil,Silver
562766871,Hannah Garcia,UK,Silver
714308517,David Hogan,Germany,Bronze
310516772,Laura Mcdonald,Spain,Gold
17742210,John Juarez,Brazil,Basic
304887508,Matthew Walsh,Spain,Basic
329373339,Daniel Carpenter,USA,Bronze
709941598,Pamela Banks,USA,Basic
148874417,Diane Sanchez,Italy,Gold
844170042,Brian Medina,Germany,Platinum
766789553,Lori Mann,UK,Basic
788109809,Margaret Oconnor,France,Bronze
986973997,Brianna Webb,Spain,Basic
35506505,Robert Torres,Brazil,Platinum
268070195,Lauren Moore,Mexico,Bronze
971837440,David Neal,Spain,Gold
989050927,Collin Medina,UK,Silver
187081575,James Cole,Mexico,Silver
347260154,Jonathan Anderson,Germany,Silver
215218652,Cynthia Williamson,UK,Basic
596157666,Paul Fischer,France,Bronze
92910073,Vanessa Morales,UK,Silver
675652206,James Sims,Brazil,Bronze
404690359,James James,Mexico,Basic
566401733,Susan Clark,Brazil,Silver
541967416,Megan Humphrey,Italy,Bronze
460206277,Kenneth Buchanan MD,Brazil,Bronze
441511842,Brandon Gibson,Brazil,Basic
601124081,Kim Thomas,USA,Platinum
452957931,Joshua Jones,Spain,Gold
661575149,Tonya Cooper,UK,Gold
624116455,Fernando Gomez,Italy,Basic
584331234,Janet Coffey,UK,Basic
908427097,Shane Rasmussen,Mexico,Basic
720492101,Karen Wilson,USA,Bronze
820260193,Amanda Richardson,Brazil,Gold
91902012,Nicholas Powell,USA,Basic
698803278,Tonya Johnson,Spain,Bronze
105581440,George Johnson,UK,Silver
742518482,David Glover,Italy,Gold
131398085,Gabriella Foster,USA,Silver
555334283,Matthew Pope,Germany,Silver
532829323,Natasha Valdez,Germany,Basic
726506692,Elijah Thompson,Germany,Bronze
334816481,Mary Hernandez,USA,Gold
670654032,Felicia Green,France,Basic
1038346,Brett Franco,Germany,Silver
130959717,Timothy Ruiz,Spain,Basic
112247194,Ryan Patterson,Brazil,Basic
544103454,Vickie Gilbert,Brazil,Bronze
995332651,Juan Harper MD,Spain,Basic
520389882,Victoria Robinson,Germany,Gold
904790828,Jason Hartman,UK,Gold
732562261,Tyler Campos PhD,Brazil,Gold
663668916,Lori Moses,Spain,Bronze
684111510,Mary Turner,USA,Basic
879911479,Travis Reynolds,France,Basic
797356429,Michelle Adams,France,Bronze
312423990,Charles Mcdonald,UK,Silver
633180317,John Henson DVM,Brazil,Bronze
296473725,Jenny Black,Mexico,Bronze
859837980,Carl Jackson,Spain,Bronze
874482107,Joshua Taylor Jr.,Mexico,Basic
305322294,Denise Ewing,Brazil,Basic
419146635,Jillian Cruz,USA,Silver
37596922,Seth Anderson,Brazil,Basic
974946582,Tracy Burns,Italy,Platinum
503411429,Richard Hoffman,Brazil,Basic
170988928,Christina Martin,Italy,Bronze
925515506,Tyler Swanson,France,Bronze
759302909,Mary Davis,Mexico,Bronze
188364597,Kevin Smith,Germany,Bronze
773244896,Clayton Singleton,Italy,Bronze
922983336,Mary Reid,Germany,Basic
819843659,Jeffery Davis,UK,Platinum
74240044,Patrick Wright,Brazil,Bronze
507540191,Melissa Howell,Germany,Silver
996801319,Fernando Gonzalez,UK,Basic
348974614,Sarah Roberts,Italy,Silver
892083597,Gregory Ho,Mexico,Basic
32698835,Stacey Bryan,Germany,Basic
715318528,Benjamin Good,Spain,Bronze
730416737,Jessica Johnson,Brazil,Bronze
249608349,Richard Boyle,France,Basic
946703923,Cassandra Thomas,Germany,Silver
413406474,Samantha Parker,Mexico,Platinum
67493225,Kathleen Frost,UK,Basic
910246561,Xavier Weaver,Spain,Bronze
402925304,Marissa Kerr,USA,Platinum
345842082,Charles George,Spain,Silver
406475993,Jeffrey Harvey,Germany,Platinum
617091216,Kelly Morrow,France,Basic
528317852,Jordan Mann,Brazil,Silver
243125070,Phillip Weaver,France,Silver
467071607,John Cook,France,Basic
27030781,Joseph Morris,Spain,Basic
870740383,Felicia Phillips,Germany,Gold
387075687,William Hopkins,Mexico,Silver
929240316,Kelly Riley,Spain,Bronze
733679764,Jeremy Harris,Brazil,Basic
223774349,Darrell Griffin,Brazil,Bronze
383773059,Jamie Snyder,Germany,Gold
472241735,Shane Mueller,Mexico,Silver
939425552,Darren Clark,Spain,Silver
137571776,Philip Cox,UK,Basic
536488193,Amber Powell,France,Basic
581398284,Adam Griffin,Italy,Basic
882894010,Jeremy Miller,UK,Platinum
270919207,Tim Day,Mexico,Silver
73963783,Mrs. Beverly Powell,Germany,Platinum
81291323,Morgan Lewis,France,Gold
657321848,Corey Dean,UK,Bronze
61825536,Mary Brown,Spain,Silver
986041441,Anna Shea,UK,Silver
35654722,Diane Nicholson,Italy,Bronze
216297327,Nicole Mitchell,Italy,Gold
64771640,Leslie Rodriguez,Germany,Basic
877991925,Jennifer Ellis,Italy,Platinum
713251737,Stephen Taylor,USA,Basic
79288557,Brian Jones,USA,Bronze
76981291,Christopher Patton,Mexico,Silver
658594547,Albert Bender,Spain,Gold
515076961,Joseph Braun,Germany,Basic
45819032,Jesse Mccoy,Spain,Basic
546035932,Stephanie Sullivan,France,Silver
464336308,Heidi Scott,Brazil,Bronze
913501769,Christopher May,France,Basic
60438642,Alicia Allen DDS,USA,Gold
872194571,Nicole Buckley,France,Bronze
924734158,Jerry Pittman,Mexico,Silver
793339400,Amy Bailey,USA,Silver
56985344,Tonya Leon,Mexico,Gold
747723590,Daniel Warren,Germany,Bronze
459309064,Edwin Smith,Germany,Basic
127693542,Karen Tran,Italy,Bronze
369428348,Ricky Lewis,Mexico,Platinum
256733316,Ms. Michele Lopez,France,Basic
11790735,Joshua Jones,France,Bronze
809064879,Dylan Rogers,USA,Platinum
16997204,Haley Brown,France,Gold
83261164,Tanner Rodriguez,USA,Basic
194910773,Mark Smith,UK,Basic
376452581,Albert Ward,France,Platinum
140281757,Courtney Malone,Mexico,Bronze
132400613,Katrina Paul,Spain,Basic
584735661,Bonnie Brown,France,Bronze
790434988,Brittany James,Italy,Gold
923086701,Dr. Daniel May MD,France,Bronze
326041955,George Morrison,Italy,Gold
315266418,Ashley Garcia,France,Bronze
288263790,Daniel Mccormick,Italy,Silver
541570384,Adam Olson,Spain,Basic
967824388,Jennifer Harris,Mexico,Silver
668729743,Robert Olsen,Brazil,Basic
219565444,Jeffrey Smith,Germany,Gold
560414065,Brandon Mcneil,France,Bronze
594742362,Cheryl Moore,France,Basic
779366992,Sue Alexander,Germany,Basic
253442333,Wayne Boyd,Brazil,Silver
488224288,Angela Scott,Spain,Basic
898997354,Virginia Daniels,USA,Basic
632618060,Marcus Savage,Mexico,Bronze
91723988,Tiffany Burns,USA,Basic
655711634,Michael Kidd,Mexico,Bronze
927395250,Michael Norman,Mexico,Bronze
48690834,Jennifer Watkins,France,Basic
199026764,Michael Hartman,Mexico,Bronze
710101742,Joshua King,UK,Basic
820261049,Sierra Ballard,Italy,Platinum
978163042,Caroline Gonzalez,Italy,Platinum
975366568,Carolyn Thompson,UK,Gold
635536994,Edward Allen,France,Gold
367086242,Vincent Collier,Mexico,Gold
841323966,John Pena,USA,Gold
595095087,Katherine Jones,Mexico,Platinum
728964236,Wayne Sanchez,UK,Gold
575195660,Eric Diaz,Brazil,Bronze
773256800,Andrew Jefferson,UK,Basic
410408129,Nicholas Bell,Brazil,Silver
993847336,Shelia Adams,France,Basic
17303070,David Morales,UK,Gold
295627052,David Jones,Spain,Platinum
829219165,Emily Solis,UK,Bronze
424699821,Jessica Alvarez,USA,Silver
389366909,Matthew Farmer,UK,Silver
841123824,Mark Kelley,USA,Basic
611358959,Carrie Smith,Italy,Gold
911095696,Gary Hawkins,Germany,Bronze
19539966,Katherine Hughes,Brazil,Basic
40732482,Chris Braun,Italy,Bronze
907587422,Nicole Ortiz,France,Bronze
623308895,Jody Wu,Spain,Basic
656335262,Gary Richards,Italy,Platinum
473918333,Julian Contreras,Germany,Basic
845751038,James Miller,UK,Basic
532425891,Christopher Thompson,Germany,Basic
188362923,Michael Guerrero,Germany,Gold
705351176,Jessica Stone,USA,Basic
703872288,Rebecca Jackson,USA,Basic
545085581,Billy Martinez,Brazil,Silver
46049471,Miranda Roberts,France,Basic
768241747,Devin Irwin,UK,Platinum
18306759,Lee Coleman,Italy,Bronze
49031760,Cheryl Sanchez,France,Bronze
84192595,Mary Turner,Brazil,Basic
84161545,Kayla Mitchell,France,Basic
613425712,Denise Moore,Italy,Gold
732235642,Chad Walsh,Mexico,Basic
458924398,Tami Ferguson,UK,Basic
351620232,Cathy Meyer,Italy,Bronze
439234355,Taylor King,Italy,Bronze
316747781,Jason Green,USA,Basic
48900241,Rebecca Richmond,UK,Platinum
980115815,Annette Jackson,USA,Basic
228074541,John Ward,Italy,Bronze
839456805,Tammy Nelson,Italy,Platinum
407776019,Emily Wyatt,USA,Silver
162141467,Johnny Carpenter,Mexico,Gold
698086164,Rita Wilson,Spain,Platinum
242142023,Christine Henry,Mexico,Bronze
131183002,Jeffery Kramer,USA,Silver
708808200,Raven Thomas,Brazil,Bronze
210404989,Amy Lambert,UK,Platinum
353922297,Clayton Hopkins,France,Gold
389656916,Cynthia Campbell,France,Bronze
804361043,Christopher Henderson,Spain,Silver
478823147,Maria Owens,Mexico,Bronze
378940598,Michelle Parker,Spain,Platinum
702507664,Emily Williams,Brazil,Silver
483075743,Donna Tran,Mexico,Basic
889866136,Amber Glenn,Germany,Platinum
264006537,Thomas Andrews,Mexico,Silver
716007530,Heidi Garcia,Germany,Silver
855543820,Heather Barnett,UK,Bronze
127662904,Brooke Cooper,Spain,Bronze
543267469,Yolanda Short,Germany,Silver
680281033,Kayla Rice,France,Gold
942033454,Amanda Ramirez,Brazil,Basic
130696032,Sharon Meadows,Mexico,Basic
596474430,Stephen Hampton,Brazil,Silver
136718766,Donna Hill,USA,Gold
26696210,Christie White,Germany,Platinum
143139534,John Watson,Mexico,Platinum
381499500,Benjamin Murray,Germany,Bronze
599010612,Tracy Mcbride,France,Silver
